,213635,241888,52428,67881,165846,30345,304387,92664,84321,62890,56513,33007,301080,226407,42866,16627,103436,285028,57698,46912,67223,335417,95598,101,222296,12033,138240,58509,234438,44623,91580,69722,200644,174278,26779,34872,250057,63963,17717,165978,182790,209883,34896,1041,126059,8041,7722,130376,260416,77939,323101,44820,68384,255782,102056,22732,78522,45743,172027,262842,24995,83737,22650,200364,403857,211908,49456,50391,89143,319423,306613,193061,109273,10671,28370,122269,151070,35165,62727,134601,84910,12182,336033,74015,231392,232620,119070,146224,170426,317808,40106,196463,257996,231174,124489,88829,152628,54598,303035,233720
0,451,434,438,449,430,433,423,434,425,64,50,872,429,428,442,856,436,15,216,69,315,68,134,12,1,2,45,60,25,10,13,22,12,490,27,8,20,82,15,7,167,161,3,4,4,64,2,229,154,4,28,503,446,87,79,822,17,2,1,78,436,11,505,73,5,11,23,6,18,2,7,18,400,728,40,24,0,962,9,12,27,3,394,33,8,8,12,3,76,8,3,6,6,483,12,30,504,15,13,2
1,28,15,18,32,14,17,10,22,12,911,900,177,13,17,24,27,29,3,2,15,2,10,6,40,2,0,0,15,5,2,1,686,47,875,353,0,6,4,28,2,6,210,9,3,2,33,0,22,6,538,12,158,861,2,68,955,16,2,3,4,37,597,1194,120,1,7,493,58,5,2,1,47,11,458,7,5,1,783,8,359,8,2,10,29,4,0,4,1,8,2,47,6,1,487,10,15,935,4,7,0
