,50634,220763,65822,193891,28849,106790,48528,165322,169568,20872,16848,37368,68365,44108,159375,133305,21795,114622,167562,91852,199505,59304,45827,19057,243502,34051,234230,50362,28207,119520,362420,59197,42035,99093,76520,157251,248050,139822,52957,242353,194083,155079,18646,104022,87269,48635,41099,18506,46649,99107,17083,64471,316311,149404,49507,161430,161846,237358,38269,158975,184660,15588,124221,120949,196652,338461,265839,17956,36750,181378,32350,166260,13282,50199,307251,127760,62997,135700,95366,326634,18978,278765,117785,43162,61341,73697,276232,68217,57364,4032,6656,81037,9159,38062,17870,43208,147424,33440,39894,97652
Hospedero,1882,666,1088,2,889,65,2149,5,573,454,1093,385,106,1236,0,1,23,568,3,3,2,316,464,869,23,844,4,192,31,390,3,59,111,837,5,4,635,321,256,64,82,11,249,400,181,1601,2,1086,6,1074,5,105,48,5,64,92,1,119,148,113,3,354,143,25,41,15,3,187,941,83,243,116,1080,188,4,293,14,39,402,61,235,158,108,546,33,329,132,4,371,77,631,12,1418,2,324,1,33,545,2,83
Ambiente,284,157,258,19,122,205,1316,26,147,442,264,242,30,343,3,3,102,478,15,16,5,195,66,379,100,364,8,266,117,461,6,106,247,197,7,6,170,62,366,18,198,10,183,464,69,477,3,628,7,657,18,152,87,20,190,73,4,145,228,61,6,370,224,21,109,31,12,75,503,54,215,117,235,270,5,323,20,125,457,188,76,289,29,92,16,187,39,3,216,9,80,2,624,4,249,9,16,714,4,152
