,8986,12703,9731,7098,5989,2359,12361,12525,6049,7177,10173,8437,18276,11772,9883,18006,13244,6876,5304,3685,2506,2173,10605,6062,389,9286,12116,2620,11035,3481,10884,904,9212,3012,3005,4760,3145,1504,9,5349,5382,9059,3426,4933,12681,12680,12643,12682,12683,12679,12644,12645,12642,12641,12684,12685,12686,12687,12688,12689,12690,12691,12692,12693,12694,12678,12654,12677,12665,12653,12652,12656,12651,12657,12658,12659,12660,12661,12650,12662,12663,12664,12666,12655,12668,12669,12670,12671,12649,12672,12673,12674,12648,12675,12676,12647,12646,12667,0,12695
1,0,1,2,1,1,0,1,0,1,1,2,0,1,1,1,1,1,1,0,1,0,4,0,1,0,1,0,2,3,1,4,1,0,0,1,1,0,1,2,1,1,0,1,0,0,0,0,0,0,0,3,0,0,0,1,1,0,2,1,1,1,0,3,0,1,0,0,1,3,1,1,0,1,0,1,1,1,1,0,1,1,1,2,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
0,1,0,2,1,0,1,1,1,0,0,0,1,2,1,2,4,0,1,1,0,1,3,1,0,1,0,2,2,2,0,0,3,1,1,0,0,2,0,1,0,1,2,0,2,0,0,1,0,0,1,3,0,0,0,0,0,3,1,0,0,0,1,3,1,1,1,1,2,3,1,0,1,0,2,0,0,0,1,0,0,0,0,3,1,0,0,0,1,0,0,1,2,0,2,1,0,0,0,0,2
