,213635,165846,153509,130070,241888,102714,67881,30345,57698,67709,301080,14789,162651,221315,29541,63426,97108,162718,19013,285028,126085,46912,234438,335417,67223,232620,222296,260416,12033,187224,58509,88829,172481,82550,182790,45174,24995,84910,243805,244040,101,165978,101451,83390,250057,254778,72025,60532,121515,106805,46758,67716,222717,403857,132660,68267,211770,12758,102056,144516,48126,148779,14635,128098,98887,14475,35165,126059,18262,54156,123452,217887,78522,268178,47164,23569,277946,105939,106542,144529,29574,195729,85261,103668,47670,238249,241016,279375,250088,124157,133782,60690,53443,82723,197316,10677,330030,354557,306613,238314
Mamifero,490,469,473,497,472,468,487,472,237,468,468,505,470,466,941,887,463,56,935,16,195,71,24,71,343,8,1,175,2,2,60,29,29,504,188,221,476,28,17,10,13,7,2,14,21,2,508,34,29,27,510,57,2,5,32,15,458,3,84,6,2,7,7,5,12,29,1042,4,24,2,522,2,17,2,4,8,9,13,6,18,575,2,1,2,116,13,248,451,3,3,492,3,499,13,23,65,14,1,8,2
Planta,28,14,19,41,15,12,32,17,2,19,13,56,16,15,44,64,15,899,26,3,3,15,5,10,2,0,2,5,0,2,15,15,12,772,5,43,37,7,21,0,40,2,32,4,6,1,218,23,12,1,186,18,20,1,18,1,12,3,68,187,3,114,153,4,150,0,782,2,660,21,928,22,16,26,28,1,21,10,18,8,533,8,2,2,133,86,28,12,3,9,214,0,761,82,462,27,24,0,1,4
